Id,SalePrice
1461,114623.39282989978
1462,144364.1533523798
1463,183320.30353933308
1464,198319.95560708045
1465,183850.7066864279
1466,173536.44468146077
1467,181192.84591472938
1468,164315.6002839479
1469,197552.34055725214
1470,111054.7959387164
1471,201071.08984914477
1472,94837.18092261326
1473,92235.88537305561
1474,141058.31720489686
1475,113229.6246743875
1476,363398.8649933946
1477,238084.73220659152
1478,276314.5013289745
1479,276467.3885022903
1480,500493.72685284493
1481,312022.8409717174
1482,205819.36306882417
1483,179004.6762072181
1484,160097.10476612276
1485,184130.40261262952
1486,193028.39251339596
1487,313472.8033862718
1488,238993.23648224605
1489,193489.01223610094
1490,241716.13930346872
1491,192547.16663426952
1492,93765.32373630155
1493,187167.04118804066
1494,277259.2112362124
1495,270373.0996127188
1496,242014.83678744492
1497,185780.43154419033
1498,162893.4417031086
1499,156769.57904206187
1500,152569.74055934759
1501,181703.19176860809
1502,143432.31763197115
1503,299767.9042137899
1504,240530.5246356949
1505,225939.78979456847
1506,190821.22710872677
1507,263851.9974962114
1508,211807.6145639494
1509,154613.9279182696
1510,140239.87124470968
1511,154982.8567783987
1512,174303.31610835498
1513,146210.82285463595
1514,155156.06460178547
1515,204862.2983974832
1516,155199.58947369352
1517,182308.86425851643
1518,130644.46144099999
1519,211755.92239013367
1520,122686.90980359807
1521,129108.71918265046
1522,176063.22740591026
1523,111214.50279054455
1524,134395.7932006876
1525,116541.47382545144
1526,111505.39179971031
1527,106908.72177285134
1528,140011.2642039269
1529,145563.47998142356
1530,194650.3696120561
1531,112950.20994138074
1532,99700.87701725606
1533,150497.65303673266
1534,126679.19317758153
1535,156270.78913891088
1536,111323.75551040038
1537,56735.84779729571
1538,148236.29242745138
1539,187086.06661929653
1540,93741.01265977517
1541,136965.7782199202
1542,135193.52600226778
1543,188099.30345038598
1544,82809.20048425336
1545,116396.71700926717
1546,126171.80126445812
1547,123781.91124128179
1548,132593.47542487617
1549,110290.91406418316
1550,125365.6221810153
1551,113634.74680483705
1552,134771.7330913468
1553,137133.51992460046
1554,121177.00078622105
1555,159708.78772981008
1556,87407.14280105203
1557,104367.2448222609
1558,99794.32972975429
1559,76256.76498271804
1560,135585.47544022158
1561,120028.56635074459
1562,128769.39974263076
1563,122604.30213506121
1564,151617.43852728882
1565,133388.43427994245
1566,250077.05484381417
1567,74593.71444920867
1568,237127.6732920706
1569,126431.38917091995
1570,132072.54453564232
1571,118306.49349593511
1572,148419.0227424731
1573,248723.0028679926
1574,115273.55119031317
1575,221119.0379734247
1576,260133.6296535431
1577,176035.26848016743
1578,145010.69084579832
1579,131303.75421524647
1580,194879.19682536868
1581,162657.90591592508
1582,122709.90718893343
1583,297067.9543181654
1584,221643.72809958275
1585,134405.2992905958
1586,62779.45032509849
1587,98683.65203982558
1588,163054.57861474142
1589,93873.54073062676
1590,136314.51956429385
1591,95676.73809796464
1592,121520.19064355886
1593,127923.20209979953
1594,149998.28375902295
1595,105495.71007773078
1596,212872.63216204807
1597,181541.46778345236
1598,208317.5126134136
1599,171333.02421002852
1600,155170.53756174733
1601,64078.216830311976
1602,114071.28776687129
1603,88685.91964940794
1604,251418.907182545
1605,238089.42921318766
1606,164167.78468500645
1607,168044.54877081292
1608,210567.34648792644
1609,185208.75233818177
1610,144995.04718205053
1611,132368.43708480103
1612,168593.98397915452
1613,168150.7297100796
1614,131233.67997984908
1615,93289.21694360483
1616,79555.4235756008
1617,94754.07283843643
1618,122795.22345513197
1619,134176.2348670872
1620,157136.06404447724
1621,128566.19999852806
1622,139346.99877024596
1623,245554.32152806854
1624,207486.5315654364
1625,116014.32889570817
1626,166067.48913594853
1627,193925.28733807898
1628,284783.55785154935
1629,170531.35333133838
1630,338179.38073537615
1631,211369.79360490822
1632,226280.4350521458
1633,166890.32056657106
1634,186750.5512075726
1635,173613.2040174417
1636,150941.66693114853
1637,203459.83146218976
1638,179012.62279453044
1639,187776.34629844633
1640,251533.6288416999
1641,183215.9287564299
1642,243179.20058172822
1643,214643.9421019632
1644,228746.1159357878
1645,211726.02633864433
1646,154001.83613974857
1647,153673.90853651174
1648,128273.77227481756
1649,141291.32498299744
1650,109164.89953622814
1651,118830.32386058921
1652,99145.10459144233
1653,99843.1838016748
1654,144827.9534017679
1655,133113.0434732584
1656,133477.9184042786
1657,146132.09207644977
1658,141124.2604056316
1659,119114.57992571534
1660,154298.41670506322
1661,439198.39204622625
1662,417119.4650986523
1663,368280.02155736514
1664,521466.782769823
1665,300129.68900329486
1666,328444.7755020379
1667,360734.6983139227
1668,337084.31757478986
1669,289771.79681541614
1670,346279.5561639239
1671,256436.75576203442
1672,426370.9915595625
1673,280633.29055116687
1674,231172.45447878836
1675,191917.31459151092
1676,187907.20090301012
1677,215041.84888334636
1678,472685.9997151887
1679,384247.0975981766
1680,337186.8020497531
1681,248149.5742386321
1682,302766.18060430407
1683,180687.47310905525
1684,169105.84820549737
1685,172342.2754535255
1686,170939.82466141807
1687,170147.59708437315
1688,186193.90334488035
1689,197423.842015316
1690,197103.5532749105
1691,180512.58701303854
1692,257099.5177136897
1693,152710.10895076575
1694,184554.7119814554
1695,162851.19602310294
1696,268085.47702396975
1697,171228.54162390454
1698,326039.4423961464
1699,321517.8790848868
1700,245434.38510006006
1701,262992.7987827986
1702,233760.2445738382
1703,234086.49567651705
1704,275967.2496977387
1705,234237.5807620378
1706,434888.8162927832
1707,211377.33285282215
1708,196645.83407410962
1709,259883.975088059
1710,221267.94392588438
1711,266979.8357825497
1712,261213.61231383812
1713,279259.95799826796
1714,217931.77546712535
1715,204249.7440148367
1716,187895.8717900191
1717,175705.36437012436
1718,141367.1463978798
1719,210658.15312173392
1720,244101.84724647718
1721,166790.0257819189
1722,131582.78085226176
1723,161268.45133739422
1724,208609.1498772996
1725,246056.41402748873
1726,179716.39309491645
1727,157036.2916474836
1728,172682.2831639798
1729,164542.5554048158
1730,172157.87582896394
1731,122153.79400513062
1732,125264.50329018937
1733,110588.84759729322
1734,118466.4018715083
1735,124133.91675457079
1736,107754.98080747205
1737,326709.09266583784
1738,232254.546547362
1739,272076.4487802709
1740,228296.95757165627
1741,197757.63355268777
1742,176722.13399788932
1743,180309.9606040767
1744,354602.18884095724
1745,210956.6079651681
1746,185456.03406557546
1747,214482.0589334511
1748,234754.83511572852
1749,136613.81450162368
1750,127175.24083288254
1751,262288.3167311686
1752,121269.65689451316
1753,149123.40009867336
1754,187873.92336400872
1755,170584.33053945572
1756,129474.72419533596
1757,125252.83204640572
1758,144646.91952445745
1759,158662.6026248642
1760,158459.71305694059
1761,142669.9918648688
1762,183760.75508707663
1763,186697.5352874567
1764,112070.2004873571
1765,169823.5125366704
1766,189841.7453273604
1767,235888.95728519626
1768,144499.68467987305
1769,174536.5000835691
1770,157398.7117210844
1771,116097.9156013263
1772,129583.28777116728
1773,124771.80463510122
1774,152792.3259334542
1775,146251.59772074418
1776,119065.2994354541
1777,114019.91326525355
1778,148310.96986314125
1779,116120.34355303114
1780,173194.96801546984
1781,129547.78098105604
1782,83880.8886561381
1783,140861.44596482688
1784,101974.96929906362
1785,124504.79193762396
1786,185650.44724171326
1787,167961.31936082855
1788,57557.90178273126
1789,98722.75102251304
1790,79844.95425028118
1791,195470.4069448145
1792,161703.8363802655
1793,124300.56118598377
1794,158399.0267868367
1795,132040.61373278438
1796,127626.84387421208
1797,109657.59543428627
1798,121677.3515148513
1799,107764.71620575715
1800,118740.57635939201
1801,127954.33369618926
1802,131519.47158349404
1803,148118.4007466906
1804,128834.97685058517
1805,141507.9084213365
1806,130146.11780688775
1807,124075.3487858532
1808,113375.27273424806
1809,118370.11685863027
1810,131769.39075241872
1811,90935.65429126492
1812,95405.26835544963
1813,123605.98704233524
1814,93617.93857911289
1815,53437.04917860977
1816,104221.73209599989
1817,96415.26143660146
1818,151346.5430083686
1819,123069.77050852029
1820,67197.76457526635
1821,118568.95701993498
1822,149057.4211998006
1823,51537.15154156286
1824,119878.09927789905
1825,131119.23216458532
1826,99690.91053782127
1827,101554.87648869916
1828,131141.45204021313
1829,117807.0228450004
1830,140194.0818596895
1831,145422.785541004
1832,76696.73882250056
1833,136801.64525523223
1834,113275.054365988
1835,106229.81040029046
1836,126429.63297202683
1837,78664.33675729996
1838,118313.62241253893
1839,106961.62795595771
1840,134669.57930013083
1841,134840.1151099284
1842,85168.80165335098
1843,127231.23304031466
1844,130848.29913373357
1845,132680.78390986242
1846,157194.2912493514
1847,169969.87656356176
1848,51941.62016564691
1849,111492.44171594417
1850,113357.1508294431
1851,160899.36385807558
1852,128626.78542664724
1853,123152.21548492907
1854,170366.7115828709
1855,143070.0117063355
1856,226212.65102312577
1857,147522.2837903583
1858,142500.3506603949
1859,116291.77807027193
1860,137491.13121752656
1861,117591.47532291447
1862,341512.33723575086
1863,316971.3812314992
1864,317072.562628384
1865,377061.2500169683
1866,346879.07437567663
1867,221619.6635894102
1868,290574.4046719315
1869,203962.63095774868
1870,217122.08937335148
1871,252986.8721666574
1872,171376.55160756243
1873,242691.3564584465
1874,152874.56828684843
1875,202661.6537380572
1876,201258.85978641096
1877,207450.7047027048
1878,196887.19076367156
1879,126762.93086258367
1880,129069.29352174213
1881,249029.30666244315
1882,241528.81809658298
1883,185020.49130306827
1884,205551.00594075967
1885,246522.5174726136
1886,291546.86292049685
1887,208569.81890198376
1888,264424.0517982653
1889,164150.52268855594
1890,116519.09435314022
1891,127632.76678117352
1892,92305.924486436
1893,125914.75928430776
1894,121446.34060227106
1895,133874.497231841
1896,129062.23152374505
1897,112674.1255141638
1898,114213.62388222398
1899,155623.9408208604
1900,146390.47026306528
1901,166057.18299166474
1902,147066.13107081442
1903,217392.48127464848
1904,133427.77267026505
1905,191478.82768974185
1906,161715.22555562312
1907,190379.7742105468
1908,105197.80741203202
1909,126616.96374326722
1910,118917.72747541813
1911,201052.0388320125
1912,315853.7748480041
1913,135454.43067827544
1914,73925.78747046473
1915,312256.3791892488
1916,61320.82256742233
1917,231338.3891339437
1918,137798.9406303667
1919,165064.23219885447
1920,162561.84946200703
1921,393854.524665832
1922,339035.3198085719
1923,240479.57316852332
1924,235664.10927473442
1925,198696.69184256933
1926,411334.728287328
1927,131062.22216903328
1928,149823.29210383998
1929,126880.34144080048
1930,120919.0504298729
1931,134361.63538568185
1932,135951.03504002988
1933,177181.20316090513
1934,185137.9069407195
1935,162070.3330111093
1936,198439.73310739602
1937,186179.03449506295
1938,171629.32490741592
1939,227347.20924249227
1940,182122.12216317662
1941,171529.46009033863
1942,185805.73382555268
1943,205231.4960735074
1944,351748.2399962277
1945,393967.5228607961
1946,135932.22471643932
1947,306509.4319989208
1948,171052.71364650075
1949,242032.1655270619
1950,189703.5179423811
1951,234730.86289208982
1952,206066.64264890278
1953,170730.3977612627
1954,187114.06279027948
1955,134945.6061088923
1956,357216.6511694527
1957,154160.9999617761
1958,308359.5922705292
1959,150257.73074895528
1960,115007.9637937487
1961,116539.99920945757
1962,95913.44157452598
1963,103260.52819507802
1964,104866.05048603051
1965,140900.2506637829
1966,134736.0551182153
1967,283703.08337410697
1968,404168.64278936165
1969,386536.5048285368
1970,398906.40518730396
1971,472339.4178089262
1972,366892.316355078
1973,255984.25961683848
1974,324022.5164553598
1975,575364.4904482603
1976,262552.11768388195
1977,358213.83354963927
1978,336472.07612132526
1979,338536.79179078393
1980,200574.3313129349
1981,359432.66698857263
1982,215157.5583590278
1983,199007.3361071029
1984,161343.07212342025
1985,228336.42572527291
1986,203742.9276965938
1987,192406.56821121747
1988,175456.19386123755
1989,191758.53548534095
1990,206314.27711110166
1991,235253.32255524409
1992,219730.9709769366
1993,162167.07959361424
1994,235530.46986793767
1995,183126.0361453156
1996,251088.85774217758
1997,287082.19177594496
1998,296490.1016995705
1999,266069.0279989005
2000,316065.1341278852
2001,265121.88915247534
2002,229743.45290227205
2003,246318.9734401307
2004,291303.94742284005
2005,221901.4258348397
2006,220413.89384834765
2007,247285.77686723834
2008,220614.3709159386
2009,196276.30979481037
2010,196260.0147158925
2011,144856.42853702512
2012,175013.90408368382
2013,173596.04129100352
2014,186941.736480977
2015,201474.26790190078
2016,192662.79003005635
2017,197700.78028270075
2018,118903.95631521146
2019,134477.38274848112
2020,106618.01354242457
2021,94884.94349483751
2022,184337.0661779318
2023,139860.72723745747
2024,273000.9909493912
2025,356410.68685243325
2026,181520.9072552024
2027,160298.89667490977
2028,153922.40601652773
2029,170727.59479067198
2030,273100.262025669
2031,233071.15100800197
2032,256610.73789031492
2033,259348.37104471296
2034,173809.38538861927
2035,231056.28521840338
2036,204939.38431285505
2037,212625.81102864782
2038,356216.80397707585
2039,230465.4307842549
2040,291963.4715370464
2041,303412.52822443953
2042,208030.94178611308
2043,186539.55222825383
2044,165843.7757131978
2045,208183.08219487144
2046,150564.14904316468
2047,136993.5525551784
2048,138424.92888469878
2049,146603.80328710875
2050,173425.7280485341
2051,102728.19618867365
2052,113726.446491735
2053,156166.01962502507
2054,82454.03651699399
2055,151779.61689487624
2056,147140.12505574638
2057,108793.89233241018
2058,220218.67118354965
2059,130105.88142764782
2060,180082.08875429863
2061,177670.4160016092
2062,128364.97063715172
2063,117240.77450007411
2064,133774.36237692303
2065,116360.46570969808
2066,160114.1746831616
2067,123335.4363254751
2068,148024.66144220534
2069,84205.71678545563
2070,115392.09647802763
2071,96284.77202678438
2072,137133.28573191518
2073,126075.98384251648
2074,186686.2290436178
2075,150731.8611049071
2076,115071.59598959009
2077,150525.74223305716
2078,120883.70351064776
2079,131908.61734722013
2080,122634.40105012427
2081,124638.55357258076
2082,108874.70182166049
2083,146854.96541897976
2084,111195.71332376212
2085,114893.91169991343
2086,107184.44148395919
2087,126320.45535259615
2088,93044.95255799853
2089,80833.99028315705
2090,117958.21638075911
2091,94620.42432779116
2092,125311.81574556683
2093,115767.94512090526
2094,105191.77233425471
2095,151843.1639629602
2096,80861.09760040411
2097,96905.54771153629
2098,142259.95782169877
2099,51967.67247815271
2100,69808.00707201402
2101,100218.97952155756
2102,134841.09991729292
2103,99253.69731574733
2104,142927.02313935285
2105,123451.32912172133
2106,58266.80893311851
2107,202496.21200517795
2108,115159.86348554125
2109,112503.46874883144
2110,122362.22978232695
2111,130062.80763749983
2112,136866.4417207586
2113,112449.92685133142
2114,117949.43119760162
2115,163846.2758430836
2116,118029.32615438924
2117,141531.89820195732
2118,126051.52942833166
2119,117963.5336548662
2120,108680.57610208279
2121,87630.20670840322
2122,119767.53891877328
2123,79153.2484497072
2124,157871.97345671654
2125,123447.96707727232
2126,140422.20793841605
2127,142724.61243124408
2128,128147.66229500656
2129,88086.05780572772
2130,124611.31189720919
2131,154979.40853251854
2132,112668.99441538042
2133,126305.43263024747
2134,123915.49088414825
2135,91425.65639095702
2136,70042.26419250021
2137,107089.22841734704
2138,127585.15421697075
2139,149083.65030491108
2140,142804.45955273826
2141,160507.6808400066
2142,128615.9519015484
2143,148268.20653715715
2144,120665.50591316022
2145,142101.5311147879
2146,177302.16087762854
2147,132664.2237644724
2148,131119.64589292157
2149,156752.1541091946
2150,240161.47272227902
2151,115375.62750353769
2152,198253.6626620979
2153,167368.92030660226
